name,stop_id,Category,Location,Sub Location,Description,Sub Description,Item,Finding,On Site Finding,Recommendation,Recommended Value,Deviation,Measure Units,Costing Info,Estimated Cost,Notes,Code Reference,Priority,Progress,Resolution,Projected Completion Date,Actual Completion Date,Actual Cost,Comments,Contractor,Landlord/Owner,Tenant,Both,Assignment,stop_lat,stop_lon,Designated Staff
"GCS187 - Rough & Ready Highway Across from East Drive - Rough & Ready Highway Across from East Drive
Grass Valley, CA 95945",18916,Pole Stops,Exterior,,"GCS187 @ 39.229344429564, -121.096769571304",,Visibility,The Timetable/Schedule/Map information is not visible from the sidewalk.,Not Visible,Provide Timetable/Schedule/Map information signage that is visible from the sidewalk.,See Recommendation,,,,$158.00,Notes : Boarding Pad is DirtGrassGravel.,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.229344429564,-121.096769571304,
"GCS188 - Rough And Ready Highway Across from Ironclad Road - Rough And Ready Highway Across from Ironclad Road
Rough And Ready, CA 95975",24604,Pole Stops,Exterior,,"Pole Stop @ 39.221831083766, -121.148611307144",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Location Per Cnts.Routematch.Com,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.221831083766,-121.148611307144,
"GCS188 - Rough And Ready Highway Across from Ironclad Road - Rough And Ready Highway Across from Ironclad Road
Rough And Ready, CA 95975",24603,Pole Stops,Exterior,,"Pole Stop @ 39.221831083766, -121.148611307144",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,Notes : Location Per Cnts.Routematch.Com,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.221831083766,-121.148611307144,
"GCS189 - Rough & Ready Highway Across from Randolph Lane - Rough & Ready Highway Across from Randolph Lane
Grass Valley, CA 95945",18934,Pole Stops,Exterior,,"GCS189 @ 39.232857723177, -121.115266084671",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.232857723177,-121.115266084671,
"GCS189 - Rough & Ready Highway Across from Randolph Lane - Rough & Ready Highway Across from Randolph Lane
Grass Valley, CA 95945",18935,Pole Stops,Exterior,,"GCS189 @ 39.232857723177, -121.115266084671",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.232857723177,-121.115266084671,
"GCS189 - Rough And Ready Highway Across from Randolph Lane - Rough And Ready Highway Across from Randolph Lane
Rough And Ready, CA 95975",24598,Pole Stops,Exterior,,"Pole Stop @ 39.232868111129, -121.115469932556",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.232868111129,-121.115469932556,
"GCS189 - Rough And Ready Highway Across from Randolph Lane - Rough And Ready Highway Across from Randolph Lane
Rough And Ready, CA 95975",24597,Pole Stops,Exterior,,"Pole Stop @ 39.232868111129, -121.115469932556",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.232868111129,-121.115469932556,
"GCS190 - Rough & Ready Highway Across from West Drive - Rough & Ready Highway Across from West Drive
Grass Valley, CA 95945",18923,Pole Stops,Exterior,,"GCS190 @ 39.229452469600, -121.100964546204",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.229452469600,-121.100964546204,
"GCS190 - Rough & Ready Highway Across from West Drive - Rough & Ready Highway Across from West Drive
Grass Valley, CA 95945",18924,Pole Stops,Exterior,,"GCS190 @ 39.229452469600, -121.100964546204",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.229452469600,-121.100964546204,
"GCS191 - Rough & Ready Highway at Adams Avenue - Rough & Ready Highway at Adams Avenue
Grass Valley, CA 95945",18929,Pole Stops,Exterior,,"GCS191 @ 39.227698876153, -121.084522604942",,Visibility,The Timetable/Schedule/Map information is not visible from the sidewalk.,Not Visible,Provide Timetable/Schedule/Map information signage that is visible from the sidewalk.,See Recommendation,,,,$158.00,Notes : Boarding Pad is DirtGrassGravel.,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.227698876153,-121.084522604942,
"GCS191 - Rough & Ready Highway at Adams Avenue - Rough & Ready Highway at Adams Avenue
Grass Valley, CA 95945",18928,Pole Stops,Exterior,,"GCS191 @ 39.227698876153, -121.084522604942",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.227698876153,-121.084522604942,
"GCS191 - Rough & Ready Highway at Adams Avenue - Rough & Ready Highway at Adams Avenue
Grass Valley, CA 95945",18930,Pole Stops,Exterior,,"GCS191 @ 39.227698876153, -121.084522604942",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.227698876153,-121.084522604942,
"GCS192 - Rough & Ready Highway at Animal Clinic - Rough & Ready Highway at Animal Clinic
Grass Valley, CA 95945",18938,Pole Stops,Exterior,,GCS192,,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS192 - Rough & Ready Highway at Animal Clinic - Rough & Ready Highway at Animal Clinic
Grass Valley, CA 95945",18939,Pole Stops,Exterior,,GCS192,,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS193 - Rough & Ready Highway at East Drive - Rough & Ready Highway at East Drive
Grass Valley, CA 95945",18919,Pole Stops,Exterior,,"GCS193 @ 39.229128348994, -121.096715927124",,Visibility,The Timetable/Schedule/Map information is not visible from the sidewalk.,Not Visible,Provide Timetable/Schedule/Map information signage that is visible from the sidewalk.,See Recommendation,,,,$158.00,Notes : Boarding Pad is DirtGrassGravel.,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.229128348994,-121.096715927124,
"GCS193 - Rough & Ready Highway at East Drive - Rough & Ready Highway at East Drive
Grass Valley, CA 95945",18918,Pole Stops,Exterior,,"GCS193 @ 39.229128348994, -121.096715927124",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.229128348994,-121.096715927124,
"GCS193 - Rough & Ready Highway at East Drive - Rough & Ready Highway at East Drive
Grass Valley, CA 95945",18920,Pole Stops,Exterior,,"GCS193 @ 39.229128348994, -121.096715927124",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.229128348994,-121.096715927124,
"GCS194 - Rough And Ready Highway at Grubstake Trail - Rough And Ready Highway at Grubstake Trail
Penn Valley, CA 95946",24643,Pole Stops,Exterior,,"Pole Stop @ 39.210738286426, -121.161920428276",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.210738286426,-121.161920428276,
"GCS194 - Rough And Ready Highway at Grubstake Trail - Rough And Ready Highway at Grubstake Trail
Penn Valley, CA 95946",24644,Pole Stops,Exterior,,"Pole Stop @ 39.210738286426, -121.161920428276",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.210738286426,-121.161920428276,
"GCS195 - Rough And Ready Highway at Ironclad Road - Rough And Ready Highway at Ironclad Road
Rough And Ready, CA 95975",24605,Pole Stops,Exterior,,"Pole Stop @ 39.221598356675, -121.148890256882",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,Notes : Location Per Cnts.Routematch.Com,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.221598356675,-121.148890256882,
"GCS195 - Rough And Ready Highway at Ironclad Road - Rough And Ready Highway at Ironclad Road
Rough And Ready, CA 95975",24606,Pole Stops,Exterior,,"Pole Stop @ 39.221598356675, -121.148890256882",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Location Per Cnts.Routematch.Com,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.221598356675,-121.148890256882,
"GCS196 - Rough And Ready Highway at North Ponderosa Way - Rough And Ready Highway at North Ponderosa Way
Rough And Ready, CA 95975",24593,Pole Stops,Exterior,,"Pole Stop @ 39.232976145740, -121.122583150864",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.232976145740,-121.122583150864,
"GCS196 - Rough And Ready Highway at North Ponderosa Way - Rough And Ready Highway at North Ponderosa Way
Rough And Ready, CA 95975",24594,Pole Stops,Exterior,,"Pole Stop @ 39.232976145740, -121.122583150864",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.232976145740,-121.122583150864,
"GCS197 - Rough & Ready Highway at Randolph Lane - Rough & Ready Highway at Randolph Lane
Grass Valley, CA 95945",18937,Pole Stops,Exterior,,"GCS197 @ 39.232724757254, -121.115209758282",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.232724757254,-121.115209758282,
"GCS197 - Rough & Ready Highway at Randolph Lane - Rough & Ready Highway at Randolph Lane
Grass Valley, CA 95945",18936,Pole Stops,Exterior,,"GCS197 @ 39.232724757254, -121.115209758282",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.232724757254,-121.115209758282,
"GCS198 - Rough & Ready Highway at Ridge Road - Rough & Ready Highway at Ridge Road
Grass Valley, CA 95945",18933,Pole Stops,Exterior,,"GCS198 @ 39.228542434868, -121.084962487221",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.228542434868,-121.084962487221,
"GCS198 - Rough & Ready Highway at Ridge Road - Rough & Ready Highway at Ridge Road
Grass Valley, CA 95945",18931,Pole Stops,Exterior,,"GCS198 @ 39.228542434868, -121.084962487221",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.228542434868,-121.084962487221,
"GCS198 - Rough & Ready Highway at Ridge Road - Rough & Ready Highway at Ridge Road
Grass Valley, CA 95945",18932,Pole Stops,Exterior,,"GCS198 @ 39.228542434868, -121.084962487221",,Visibility,The Timetable/Schedule/Map information is not visible from the sidewalk.,Not Visible,Provide Timetable/Schedule/Map information signage that is visible from the sidewalk.,See Recommendation,,,,$158.00,Notes : Boarding Pad is DirtGrassGravel.,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.228542434868,-121.084962487221,
"GCS199 - Rough & Ready Highway at Rough & Ready Road - Rough & Ready Highway at Rough & Ready Road
Grass Valley, CA 95945",18941,Pole Stops,Exterior,,GCS199,,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS199 - Rough & Ready Highway at Rough & Ready Road - Rough & Ready Highway at Rough & Ready Road
Grass Valley, CA 95945",18940,Pole Stops,Exterior,,GCS199,,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS200 - Rough And Ready Highway at South Ponderosa Way - Rough And Ready Highway at South Ponderosa Way
Rough And Ready, CA 95975",24592,Pole Stops,Exterior,,"Pole Stop @ 39.232793317840, -121.122143268585",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.232793317840,-121.122143268585,
"GCS200 - Rough And Ready Highway at South Ponderosa Way - Rough And Ready Highway at South Ponderosa Way
Rough And Ready, CA 95975",24591,Pole Stops,Exterior,,"Pole Stop @ 39.232793317840, -121.122143268585",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.232793317840,-121.122143268585,
"GCS201 - Rough & Ready Highway at Twin Cities Church - Rough & Ready Highway at Twin Cities Church
Grass Valley, CA 95945",18927,Pole Stops,Exterior,,"GCS201 @ 39.229138737498, -121.090756058693",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.229138737498,-121.090756058693,
"GCS201 - Rough & Ready Highway at Twin Cities Church - Rough & Ready Highway at Twin Cities Church
Grass Valley, CA 95945",18925,Pole Stops,Exterior,,"GCS201 @ 39.229138737498, -121.090756058693",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.229138737498,-121.090756058693,
"GCS201 - Rough & Ready Highway at Twin Cities Church - Rough & Ready Highway at Twin Cities Church
Grass Valley, CA 95945",18926,Pole Stops,Exterior,,"GCS201 @ 39.229138737498, -121.090756058693",,Visibility,The Timetable/Schedule/Map information is not visible from the sidewalk.,Not Visible,Provide Timetable/Schedule/Map information signage that is visible from the sidewalk.,See Recommendation,,,,$158.00,Notes : Boarding Pad is DirtGrassGravel.,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.229138737498,-121.090756058693,
"GCS202 - Rough And Ready Highway at Valley Road - Rough And Ready Highway at Valley Road
Penn Valley, CA 95946",24642,Pole Stops,Exterior,,"Pole Stop @ 39.211295253968, -121.161603927612",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.211295253968,-121.161603927612,
"GCS202 - Rough And Ready Highway at Valley Road - Rough And Ready Highway at Valley Road
Penn Valley, CA 95946",24641,Pole Stops,Exterior,,"Pole Stop @ 39.211295253968, -121.161603927612",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.211295253968,-121.161603927612,
"GCS203 - Rough & Ready Highway at West Drive - Rough & Ready Highway at West Drive
Grass Valley, CA 95945",18922,Pole Stops,Exterior,,"GCS203 @ 39.229244700153, -121.100900173187",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.229244700153,-121.100900173187,
"GCS203 - Rough & Ready Highway at West Drive - Rough & Ready Highway at West Drive
Grass Valley, CA 95945",18921,Pole Stops,Exterior,,"GCS203 @ 39.229244700153, -121.100900173187",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,Notes : Boarding Pad is DirtGrassGravel.,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.229244700153,-121.100900173187,
"GCS204 - South Auburn Street at Adams Lane - South Auburn Street at Adams Lane
Grass Valley, CA 95945",18991,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,4.80 percent,Provide a compliant cross slope.,Up to 2.08 percent,2.72,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS204 - South Auburn Street at Adams Lane - South Auburn Street at Adams Lane
Grass Valley, CA 95945",18989,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,62.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-34.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS205 - South Auburn Street at Mainhart Drive - South Auburn Street at Mainhart Drive
Grass Valley, CA 95945",18994,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,73.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-23.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS205 - South Auburn Street at Mainhart Drive - South Auburn Street at Mainhart Drive
Grass Valley, CA 95945",18996,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,4.90 percent,Provide a compliant cross slope.,Up to 2.08 percent,2.82,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS206 - South Auburn Street at Race Street - South Auburn Street at Race Street
Grass Valley, CA 95945",18997,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,78.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-18.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS207 - South Auburn Street at Stacey Lane - South Auburn Street at Stacey Lane
Grass Valley, CA 95945",18992,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,54.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-42.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS209 - Sacramento Street Across from Tour of Nevada City Bicycle Shop - Sacramento Street Across from Tour of Nevada City Bicycle Shop
Nevada City, CA 95959",24786,Pole Stops,Exterior,,Pole Stop,,Width,The width of the boarding pad/landing area is not compliant.,57.00 inches,Provide a compliant boarding pad/landing area.,At least 60.00 inches,-3.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS210 - Sierra College Drive Across from 380 Building - Sierra College Drive Across from 380 Building
Grass Valley, CA 95945",24695,Pole Stops,Exterior,,Pole Stop,,Slope,The slope of the boarding pad/landing area is not the same as the street.,Not Compliant,Provide a compliant slope.,See Recommendation,,,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS210 - Sierra College Drive Across from 380 Building - Sierra College Drive Across from 380 Building
Grass Valley, CA 95945",24694,Pole Stops,Exterior,,Pole Stop,,Width,The width of the boarding pad/landing area is not compliant.,55.00 inches,Provide a compliant boarding pad/landing area.,At least 60.00 inches,-5.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS211 - Sierra College Drive Across from Sierra Building - Sierra College Drive Across from Sierra Building
Grass Valley, CA 95945",24714,Pole Stops,Exterior,,"Pole Stop @ 39.236719857766, -121.057432293892",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.236719857766,-121.057432293892,
"GCS211 - Sierra College Drive Across from Sierra Building - Sierra College Drive Across from Sierra Building
Grass Valley, CA 95945",24715,Pole Stops,Exterior,,Pole Stop,,Width,The width of the boarding pad/landing area is not compliant.,53.00 inches,Provide a compliant boarding pad/landing area.,At least 60.00 inches,-7.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS212 - Sierra College Drive at 380 Building - Sierra College Drive at 380 Building
Grass Valley, CA 95945",24693,Pole Stops,Exterior,,Pole Stop,,Width,The width of the boarding pad/landing area is not compliant.,55.00 inches,Provide a compliant boarding pad/landing area.,At least 60.00 inches,-5.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS214 - Sierra College at Community Recovery Resources - Sierra College at Community Recovery Resources
Penn Valley, CA 95946",24686,Bus Stops,Exterior,,"Bus Stop @ 39.231908257860, -121.047663688660",,Sidewalk Slope Next to Pad,Sidewalk next to pad is not compliant.,6.20 percent,Provide a compliant sidewalk next to pad.,Up to 5.00 percent,1.20,percent,,$26.00,,ADA 810,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.231908257860,-121.047663688660,
"GCS214 - Sierra College at Community Recovery Resources - Sierra College at Community Recovery Resources
Penn Valley, CA 95946",24685,Bus Stops,Exterior,,"Bus Stop @ 39.231908257860, -121.047663688660",,Bus Stop Pad Slope,Bus stop pad is not compliant.,6.20 percent,Provide a compliant bus stop pad.,Up to 2.08 percent,4.12,percent,,"$3,168.00",,"ADA 810,  CA 11B-810.2.4",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.231908257860,-121.047663688660,
"GCS214 - Sierra College at Community Recovery Resources - Sierra College at Community Recovery Resources
Penn Valley, CA 95946",24688,Bus Stops,Exterior,,"Bench @ 39.231908257860, -121.047663688660",,Clear Floor Space,There is no clear floor space located next to bench.,Not Found,Provide compliant clear floor space next to the bench.,See Recommendation,,,,,,ADA 903,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.231908257860,-121.047663688660,
"GCS214 - Sierra College at Community Recovery Resources - Sierra College at Community Recovery Resources
Penn Valley, CA 95946",24687,Bus Stops,Exterior,,"Shelter @ 39.231908257860, -121.047663688660",,Clear Floor Space Slope,Clear floor space within the bus stop shelter is not compliant.,2.40 percent,Provide compliant clear floor space in the shelter.,Up to 2.08 percent,0.32,percent,,,,"ADA 305,  CA 11B-810.3",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.231908257860,-121.047663688660,
